,name,has_test,response_letter_required,published_at,archived,alternate_url,id,trusted,from,to,currency,gross,raw,lat,lng,responsibility,requirement,metro,role
0,Python-разработчик,False,False,2024-06-11T12:20:55+0300,False,https://hh.ru/vacancy/101336001,full,True,,,,,"Санкт-Петербург, набережная Обводного канала, 199-201П",59.910474,30.285954,"Разработа бэка для веб-приложений и мобильных приложений в проекте, включающем геоинформационную систему, корпоративный портал, систему аналитики. Поддержка работоспособности, доработка...","Требования к владению технологиями: Обязательно: <highlighttext>Python</highlighttext>3, MySQL 5.7+, PostgreSQL 10+, Flask, FastAPI, Docker. Уметь читать и...",Балтийская,"Программист, разработчик"
1,Программист Python,False,False,2024-06-11T12:33:07+0300,False,https://hh.ru/vacancy/100345235,full,True,90000.0,,RUR,False,,,,Модули:,Асинхронное sqlalchemy (asyncpg). Loguru. Уметь работать с базами данных: MariaDB\MySQL. PostreSQL. Уметь работать с alembic. Уметь работать с VPS...,,"Программист, разработчик"
2,Стажер в IT-компанию (с уклоном в python разработку),False,False,2024-06-12T16:12:25+0300,False,https://hh.ru/vacancy/100512493,probation,True,,,,,"Санкт-Петербург, Большой Сампсониевский проспект, 68Н",59.979705,30.336026,Изучать Битрикс24 и сдавать экзамены на знание продукта и получение различных компетенций. Участвовать в формализации бизнес-процессов клиентов для...,Знаешь основы программирования на <highlighttext>python</highlighttext> (и изучал другие языки программирования). Ответственно относишься к работе. Умеешь работать с людьми. ,Лесная,"Программист, разработчик"
3,Python backend developer jn+,False,False,2024-06-13T12:01:29+0300,False,https://hh.ru/vacancy/101843383,full,True,,,,,"Санкт-Петербург, набережная реки Мойки, 74",59.930602,30.306301,Написанием идеального кода для решения сложных бизнес задач управления и отчётности. Непрерывное погружение в бизнес процессы. Написать к нему REST...,Чем будешь заниматься: Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета.,Сенная площадь,"Программист, разработчик"
4,Junior Python аналитик,True,False,2024-06-10T12:32:10+0300,False,https://hh.ru/vacancy/101631070,full,True,,,,,,,,1) Поддержания работоспособности автоматизированных скриптов <highlighttext>Python</highlighttext>. 2) Написание скриптов для парсинга данных из почты или excel файлов. 3) Написание скриптов...,Требования: -Знание SQL (на уровне оконных функций). -Знание <highlighttext>Python</highlighttext> (на уровне парсинга данных и обращения к бд). -Опыт написания телеграмм...,,"BI-аналитик, аналитик данных"
5,Стажер Data Scientist,False,False,2024-06-10T17:24:00+0300,False,https://hh.ru/vacancy/101661365,probation,True,,,,,,,,"Исследовать подходы к моделированию и валидации различных классов моделей. Автоматизировать валидационные тесты, совершенствовать мониторинг качества моделей. Разрабатывать пайплайны для проверки...",статистики и теории вероятностей. Хороший уровень владения основными библиотеками <highlighttext>Python</highlighttext> для машинного обучения и анализа данных. Опыт написания классов и...,,Аналитик
6,Python - разработчик в AI компанию,False,False,2024-06-12T16:42:55+0300,False,https://hh.ru/vacancy/101154908,full,True,150000.0,150000.0,RUR,False,,,,"Аналитику продаж по каналам трафика (ROMI, CPL). Когортный анализ - как быстро трафик оборачивается в деньги. Аналитика результатов вебинаров - заявки, продажи. ","Официальный опыт работы <highlighttext>Python</highlighttext>-разработчиком от 1 года. <highlighttext>Python</highlighttext> 3.7+. <highlighttext>Python</highlighttext>-библиотеки: Pandas 1.3+, Numpy. ",,"Программист, разработчик"
7,ML-инженер,False,False,2024-06-13T12:18:39+0300,False,https://hh.ru/vacancy/101494631,full,True,200000.0,,RUR,True,,,,"Реализовывать прототипы и MVP в full-stack подходе на <highlighttext>Python</highlighttext> (streamlit, gradio и т.п.). Решать задачи в области data...",Знание <highlighttext>Python</highlighttext> и фреймворков для машинного обучения. Профильное техническое высшее образование. Опыт работы в командах более одного года.,,"Программист, разработчик"
8,Data Engineer,False,False,2024-06-11T11:47:50+0300,False,https://hh.ru/vacancy/101728051,full,True,,500000.0,RUR,False,,,,"Build and maintain scalable data solutions and pipelines in cloud infrastructure. Analyze, organize and integrate raw data from diverse sources. ","Solid experience using <highlighttext>Python</highlighttext> for data manipulation, pipeline development and backend systems. Hands-on experience with ETL / orchestration tools (Apache...",,Другое
9,Data Analyst/Аналитик данных (Junior),False,False,2024-06-10T16:08:24+0300,False,https://hh.ru/vacancy/101653612,full,True,,,,,,,,"Разработка витрин данных (SQL). Разработка скриптов, формирующих витрины (<highlighttext>Python</highlighttext>, Airflow). Поддержка работы алгоритмов прогнозирования различных метрик. Настройка событий веб-аналитики...","Знаете SQL и принципы работы баз данных. Знаете <highlighttext>Python</highlighttext>. Умеете формулировать мысли как устно, так и письменно. Имеете опыт работы...",,Аналитик
10,Middle Python разработчик,False,False,2024-06-11T11:27:18+0300,False,https://hh.ru/vacancy/101723833,full,True,70000.0,100000.0,RUR,True,"Санкт-Петербург, набережная Обводного Канала, 93а",59.916451,30.338676,"Написание и поддержка интеграций (<highlighttext>Python</highlighttext>2, MySQL, SOAP/REST). Поддержка и развитие существующих клиент-серверных продуктов (<highlighttext>Python</highlighttext> 3 + FastApi...","Опыт коммерческой разработки от 1 года. Владение <highlighttext>Python</highlighttext> 2/3. Владение (My)SQL, конкретно. Написать запросы, достаточные для CRUD (SELECT...",,"Программист, разработчик"
11,Python Back-end Разработчик / Python Back-end Developer,False,False,2024-06-07T18:33:32+0300,False,https://hh.ru/vacancy/46823861,full,True,,,,,,,,Разработка back-end части веб-сервиса.,Уверенное владение <highlighttext>Python</highlighttext> 3.x (2.x). Опыт профессиональной командной разработки проектов на <highlighttext>Python</highlighttext> от 1 года. Опыт работы с...,Горьковская,"Программист, разработчик"
12,Middle Python developer,False,False,2024-06-11T10:28:14+0300,False,https://hh.ru/vacancy/99677121,full,True,100000.0,,RUR,False,,,,"Legal Resourсes» - аккредитованная ИТ компания, которая занимается созданием программных продуктов, микросервисов и информационных ресурсов для автоматизации юридических действий в рамках...",Писать код бизнес-процессов. — Знал <highlighttext>Python</highlighttext>3.7+ на высоком уровне. Желательно знание новых фич языка. Обязательно знание библиотеки...,,"Программист, разработчик"
13,Разработчик Python (Middle),False,False,2024-06-12T15:06:48+0300,False,https://hh.ru/vacancy/98619211,full,True,90000.0,150000.0,RUR,False,"Санкт-Петербург, Большеохтинский проспект, 15к2",59.9507,30.411682,"Поддержкой, развитием и оптимизацией существующих проектов. Разработкой новой функциональности и улучшением имеющейся. Работать в тесной связке с frontend-разработчиком (фронт...","Хорошие знания <highlighttext>Python</highlighttext> 3.6+, Django, DRF. Навык работы с Git. Умение разбираться в чужом коде. Опыт разработки в...",Новочеркасская,"Программист, разработчик"
14,Программист / Python,False,False,2024-06-10T10:40:03+0300,False,https://hh.ru/vacancy/96019082,full,True,,,,,"Санкт-Петербург, Учительская ул., 2",60.036964,30.385344,"Разработка ведется в основном на <highlighttext>Python</highlighttext>, Qt, QML с использованием JavaScript, есть некоторые проекты, сделанные на LabView. При этом нет...","С высшим техническим образованием, также студентов последних курсов. С опытом коммерческой разработки на <highlighttext>Python</highlighttext>, PyQt, опыт программирования на языках высокого...",Гражданский проспект,"Программист, разработчик"
15,Программист-разработчик Python,False,False,2024-06-13T11:35:32+0300,False,https://hh.ru/vacancy/101490487,full,True,170000.0,200000.0,RUR,False,"Санкт-Петербург, набережная Чёрной речки, 47с1",59.985434274950194,30.306483269836157,Сопровождение системы управления цифровыми вывесками и меню-бордами. Доработка блока синхронизации изображений на нескольких панелях (видеостена). Синхронизация аудио и видео...,"Уверенное владение <highlighttext>Python</highlighttext>. Опыт работы с нейросетями. Опыт работы с SQL базами данных. Понимание принципов ООП, асинхронного программирования. ",Чёрная речка,"Программист, разработчик"
16,"Python Backend Developer (Middle, Remote)",False,False,2024-06-11T12:21:51+0300,False,https://hh.ru/vacancy/97604431,full,True,,170000.0,RUR,False,"Москва, Западный административный округ, Можайский район, Инновационный центр Сколково, улица Нобеля, 7",55.684036,37.342643,"Разработка подсистемы скоринга заемщиков: создание и доработка риск-факторов, анализ предоставленных документов, доработка интеграций с внешними источниками и т.д. ",Умение писать юнит-тесты. Опыт промышленной разработки на <highlighttext>Python</highlighttext> от 1 года. Опыт работы с очередями задач (Celery). ,,"Программист, разработчик"
17,QA Auto Python,False,False,2024-06-10T16:49:51+0300,False,https://hh.ru/vacancy/101658828,full,True,110000.0,240000.0,RUR,False,"Санкт-Петербург, Большой Сампсониевский проспект, 60",59.974261,30.339063,Разработка автоматических функциональных тестов для Back-end (сценарии тестирования VoIP). Проведение нагрузочного и стресс тестирования. Написание отчётов и выводов о...,Уверенное владение <highlighttext>Python</highlighttext>. Опыт разработки автотестов (Pytest). Понимание процесса тестирования и жизненного цикла разработки ПО. Умение работать с UNIX-подобными...,Выборгская,Тестировщик
18,MIddle Backend Python Developer,False,True,2024-06-07T16:14:01+0300,False,https://hh.ru/vacancy/101516924,full,False,2000.0,3000.0,USD,False,,,,Разработка бекенда на <highlighttext>Python</highlighttext> для игровой платформы. - Взаимодействие с командой фронтенда для интеграции решений.,"Знание ООП, алгоритмов и структур данных. Опыт разработки бекенда на <highlighttext>Python</highlighttext> от 2 лет. Знание технологий: FastAPI, SQLAlchemy 2.0...",,"Программист, разработчик"
19,Middle Python Developer,True,False,2024-06-10T18:12:41+0300,False,https://hh.ru/vacancy/101664513,full,True,,,,,,,,"Разработка и развитие web-приложений на <highlighttext>Python</highlighttext> Django (Django REST framework) с нуля. Работа с многопоточностью и асинхронностью (gil, мультипроцессинг...","Опыт разработки веб-сервисов на <highlighttext>Python</highlighttext>. Опыт работы с Django, Django REST framework. Понимание принципов работы с сетью — прежде всего...",,"Программист, разработчик"
20,Python developer (Senior),False,False,2024-06-13T15:01:00+0300,False,https://hh.ru/vacancy/99593163,full,True,360000.0,480000.0,RUR,False,"Санкт-Петербург, улица Льва Толстого, 9",59.96534912651138,30.315647169311216,"Организация работы в команде. Разработка архитектуры ПО и БД. Поддержка, развитие и оптимизация проектов. Разработка новой функциональности и улучшение имеющейся. ","Навыки, которые необходимы для работы в нашей команде: Отличные знания <highlighttext>Python</highlighttext> 3. Разнообразный опыт работы с asyncio, aiohttp, FastAPI. ",Петроградская,"Программист, разработчик"
21,Инженер систем мониторинга (удаленно),False,False,2024-06-13T12:53:53+0300,False,https://hh.ru/vacancy/101633154,full,True,,,,,,,,"Участие в разработке показателей успешности работы веб-сервисов. Реализация удобных, читаемых пользовательских интерфейсов для визуализации данных (с использованием Grafana, SuperSet...","Релевантный опыт работы (data-аналитика, мониторинг, support). Базовое владение SQL и <highlighttext>Python</highlighttext>. Опыт работы с системами мониторинга Prometheus, Grafana, Rockstat...",,Специалист технической поддержки
22,Data Engineer/Дата инженер (стажер),False,False,2024-06-05T15:22:20+0300,False,https://hh.ru/vacancy/101354048,probation,True,70000.0,80000.0,RUR,True,,,,Лаборатория - теоретико-практическая подготовка к работе на коммерческом проекте: Теоретическое обучение по плану с еженедельными проверками освоения материала. ,Высокий уровень знаний SQL. Хорошее понимание баз данных SQL и NoSQL. Базовое знание языка <highlighttext>Python</highlighttext>. Развитие soft skills и презентационных...,,Дата-сайентист
23,Middle Python Developer,False,False,2024-06-07T18:03:19+0300,False,https://hh.ru/vacancy/101524564,full,True,80000.0,120000.0,RUR,False,,,,"Разработка и поддержка основного функционала платформа системы. Разработка и обслуживание интеграций с внешними бизнес партнерами, приложениями и сервисами. ",Опыт коммерческой разработки от 2 лет. Уверенное знание и опыт работы с <highlighttext>Python</highlighttext>/Flask. No-SQL (MongoDB/Redis). ,,"Программист, разработчик"
24,Junior Data Engineer / Analyst,False,False,2024-06-07T17:51:49+0300,False,https://hh.ru/vacancy/101367675,full,True,,,,,"Санкт-Петербург, Большая Зеленина улица, 24",59.963656,30.287077,Организация и автоматизация процессов сбора и хранения данных. Разработка дашбордов для внутренних заказчиков в BI системах. Поиск закономерностей и аномалий...,Хорошие коммуникации: способность внятно объяснить цифры и гипотезы стейкхолдерам. Знание SQL. Знание <highlighttext>Python</highlighttext>. Знание Airflow или желание изучить. ,Петроградская,"BI-аналитик, аналитик данных"
25,Python Developer (Middle/Middle+),False,False,2024-06-12T16:46:14+0300,False,https://hh.ru/vacancy/100516116,full,True,120000.0,,RUR,False,"Санкт-Петербург, 2 линия, метро Петроградская",59.966399,30.311511,Проектированием архитектуры и разработкой серверной части приложения. Разработкой новых и развитием существующих модулей в рамках платформы. Интеграцией с API внешних...,"Опыт разработки клиент-серверных приложений (backend) на основе Django REST framework. Хорошее знание <highlighttext>Python</highlighttext> 3, опыт продуктовой разработки backend от...",,"Программист, разработчик"
26,Python Developer в международный проект о здоровье,True,False,2024-06-13T13:50:01+0300,False,https://hh.ru/vacancy/101262008,full,True,,,,,,,,"Подготовка сервисов к большей нагрузке (х2, х5, х10), в том числе оптимизация и переписывание их полностью на...","Мы ищем человека с опытом от 2 лет в бэкенд разработке, с хорошим владением <highlighttext>Python</highlighttext> и навыками асинхронного программирования. ",,"Программист, разработчик"
27,Intern Server Core Programmer,True,False,2024-06-11T11:08:07+0300,False,https://hh.ru/vacancy/91029265,full,True,,,,,"Санкт-Петербург, площадь Карла Фаберже, 8",59.934461,30.436745,"Расширением существующей функциональности сервера в рамках развития продукта. Поддержкой, рефакторингом и оптимизацией существующего кода. Обеспечением стабильной работы серверов (инциденты с...",Знание языка <highlighttext>Python</highlighttext>. Наличие опыта в разработке асинхронных систем и/или в разработке высоконагруженных систем с высокой надёжностью. ,Ладожская,"Программист, разработчик"
28,Middle Python developer,False,False,2024-06-13T11:43:09+0300,False,https://hh.ru/vacancy/101446622,full,True,,200000.0,RUR,False,,,,"Разработка нового и доработка существующего функционала: ядра системы видеоаналитики, веб-приложения (API), системы сбора и создания данных телеметрии. ",Коммерческий опыт работы на <highlighttext>Python</highlighttext> в продуктовых командах от 3-х лет. Понимание механики языка <highlighttext>Python</highlighttext> 3.10+ и...,,"Программист, разработчик"
29,"Специалист по информационной безопасности (Python, С/С++ - программист)",False,False,2024-06-13T10:41:51+0300,False,https://hh.ru/vacancy/99931060,full,True,,,,,"Санкт-Петербург, Октябрьская набережная, 6В",59.914642,30.416408,Анализировать чужой код в части отсутствия недекларированных возможностей (РД НДВ). Разрабатывать собственные инструментальные средства анализа ПО и дорабатывать готовые. ,Опыт разработки на языке программирования <highlighttext>Python</highlighttext> (Желательно иметь навыки программирования С/С++). Уверенные навыки владения Linux (Astra Linux будет вашим...,Новочеркасская,Специалист по информационной безопасности
30,"Тестировщик / QA Engineer (Middle / Senior) / Python, Javascript",False,False,2024-06-12T16:03:00+0300,False,https://hh.ru/vacancy/100837606,full,True,,,,,"Санкт-Петербург, улица Савушкина, 83к3",59.984926,30.250174,"Проводить ручное тестирование. Писать сценарии для ручного тестирования. Автоматическое тестирование (ui,api). Писать тестовую документацию: тест-кейсы, чек-листы. ","Знание методологий и видов тестирования. Знание Selenium. Опыт тестирования WEB. Опыт написания сценариев для ручного тестирования, чек-листов. ",Старая Деревня,Тестировщик
31,Python Developer,False,False,2024-06-11T15:13:02+0300,False,https://hh.ru/vacancy/100084708,full,True,,,,,,,,Подключение интеграций по документации партнера. Создание и подключение новых микросервисов. Подключение новых продуктов и поддержка действующего функционала. Работа с агрегированными...,Опыт с высоконагруженными системами. Опыт работы с асинхронными веб-фреймворками. Опыт работы с SQL и NoSQL базами данных. ,,"Программист, разработчик"
32,Python Developer,False,False,2024-06-03T14:41:34+0300,False,https://hh.ru/vacancy/99553352,full,True,,,,,,,,"Участие в жизни и процессах команды. Язык: <highlighttext>Python</highlighttext>. Библиотека написания API - FastAPI. Базы данных: PostgreSQL, CockroachDB. Логи: ELK. ","Уверенные знания языка программирования <highlighttext>Python</highlighttext>, опыт от 2х лет (FastAPI). Опыт коммерческой разработки клиент-серверных приложений от 2х...",,"Программист, разработчик"
33,Python Developer Middle+/Senior,False,False,2024-06-11T13:10:27+0300,False,https://hh.ru/vacancy/98777319,full,True,,,,,,,,"Разрабатывать новые части системы (микросервисы, SOA). Проводить Code Review коллег. Покрывать написанный код тестами. Вести документирование технической части. ","Понимание специфики работы с потоками/процессами и асинхронностью в <highlighttext>Python</highlighttext>. Умение применять Docker в разработке. Умение анализировать поведение системы, работа...",,"Программист, разработчик"
34,Junior Data Engineer,True,False,2024-06-12T11:36:11+0300,False,https://hh.ru/vacancy/97130551,full,True,,,,,"Санкт-Петербург, площадь Карла Фаберже, 8",59.934461,30.436745,"Создание и поддержка ETL процессов (SQL, <highlighttext>Python</highlighttext>, bash, Spark). Оркестрирование процессов через Jenkins, Airflow. Создание и поддержка вспомогательных сервисов. ",Уверенное владение SQL. Знание языка <highlighttext>Python</highlighttext>. Навыки работы с Linux-системами. Понимание работы в области обработки данных и разработки ETL...,Ладожская,"BI-аналитик, аналитик данных"
35,Старший разработчик на Python (senior),False,False,2024-06-12T13:50:01+0300,False,https://hh.ru/vacancy/99153731,full,True,,,,,"Санкт-Петербург, Большая Пушкарская улица, 22",59.958178,30.302169,Разработка программных сервисов. Участие в проектировании систем со сложной логикой. R&D. Сопровождение разрабатываемых систем. Работа в аккредитованной IT компании.,Опыт коммерческой разработки от 5 лет. Знание стандартной библиотеки <highlighttext>Python</highlighttext>. Знание базовых алгоритмов и структур данных. Опыт написания модульных тестов. ,Горьковская,"Программист, разработчик"
36,Проектировщик (ментор) ит-решений с ии (Python),False,False,2024-06-08T18:56:23+0300,False,https://hh.ru/vacancy/101557136,part,True,80000.0,,RUR,True,,,,Помощь в проектировании архитектуры системы обработки текстов с использованием ИИ. Разработка алгоритмов и подходов. Менторство и проверка выполненной работы. ,Квалификация Middle или Senior. Опыт работы с <highlighttext>Python</highlighttext>. Опыт работы с технологиями ИИ желателен. Опыт проектирования и построения сложных систем. ,,"Программист, разработчик"
37,Junior DevOps engineer,False,False,2024-06-12T09:46:55+0300,False,https://hh.ru/vacancy/97876455,full,True,100000.0,,RUR,False,"Санкт-Петербург, Коломяжский проспект, 33к2",60.014014,30.296114,Участие в проектировании и разработки CI/CD инфраструктуры. Автоматизация процессов сборки и запуска приложений. Развертка и настройка демонстрационных стендов. ,Bash. Желательно знание <highlighttext>Python</highlighttext>.,,DevOps-инженер
38,Аналитик данных,False,False,2024-06-11T16:00:03+0300,False,https://hh.ru/vacancy/100385243,full,True,,,,,"Санкт-Петербург, улица Савушкина, 126Б",59.98593,30.202752,"Делать выборки и преобразования данных (SQL, <highlighttext>Python</highlighttext>, Jupyter Notebook). – Сбор, создание структур и анализ данных. – Кастдев, поиск инсайтов и узких...",Что нужно уметь: – Визуализировать результат в красивых и понятных дашбордах (Apache Superset).,Беговая,"BI-аналитик, аналитик данных"
39,SDET (Selenium WebDriver + Python),False,False,2024-06-13T09:31:23+0300,False,https://hh.ru/vacancy/98995209,full,True,150000.0,,RUR,False,"Новосибирск, улица Николаева, 11",0.0,0.0,"Сбор, анализ и формализация требований. Создание методики тестирования. Тестирование разработанного ПО. Обнаружение, подробное документирование и поддержка исправления обнаруженных багов в...",Опыт написания автотестов от 1-го года (Selenium WebDriver + <highlighttext>Python</highlighttext>). Опыт написания технической документации. Опыт работы в GitLab. ,,Сетевой инженер
40,Python Developer,False,False,2024-06-04T15:10:02+0300,False,https://hh.ru/vacancy/101270894,full,True,3500.0,4000.0,USD,True,,,,Руководить разработкой и внедрением продукта. Изучать новые технологии в области искусственного интеллекта и анализа данных и интегрировать в продукт соответствующие...,"Большой опыт разработки на <highlighttext>Python</highlighttext>. Опыт работы с базами данных (SQL и NoSQL) и моделированием данных, включая такие технологии, как...",,"Программист, разработчик"
41,QA Automation Engineer (Python),False,False,2024-06-11T19:08:27+0300,False,https://hh.ru/vacancy/92067453,full,True,,,,,,,,Участвовать в создании и развитии процессов автоматизированного тестирования. Разработка и поддержка автотестов Backend-a на <highlighttext>Python</highlighttext> + Pytest.,Опыт коммерческой разработки автотестов на <highlighttext>Python</highlighttext> от 2 лет. Знание базовой теории тестирования и техники тест-дизайна. Опыт написания API...,,Тестировщик
42,QA инженер (Python),False,False,2024-06-06T19:18:48+0300,False,https://hh.ru/vacancy/101453524,full,True,,,,,"Санкт-Петербург, Большой Сампсониевский проспект, 60",59.974261,30.339063,"Нагрузочное тестирование по протоколу DIAMETER (используем свой инструмент на <highlighttext>python</highlighttext>, метрики отображаем в Grafana). - Администрирование тестовых стендов (создание VM, работа...",Прохождение курсов по тестированию или IT-образование. - Знание основ языка программирования <highlighttext>Python</highlighttext>. - Опыт работы с ОС Linux. Будет плюсом: - Опыт...,Выборгская,Тестировщик
43,Программист Python Middle+ / Senior,False,False,2024-06-11T12:31:05+0300,False,https://hh.ru/vacancy/88765122,full,True,,,,,"Санкт-Петербург, улица Савушкина, 126",59.987407,30.204342,В линейку наших продуктовых решений входят: Garpun - система автоматизации интернет рекламы. Garpun Feeds - система сбора статистики и данных из различных...,Навыки работы с *nix-подобными системами. Хорошие знания реляционных баз данных. Язык программирования: <highlighttext>Python</highlighttext> 3.9+. Приветствуются знания и...,Беговая,"Программист, разработчик"
44,Программист-разработчик Python (электроприводная техника),False,False,2024-06-10T10:40:03+0300,False,https://hh.ru/vacancy/76592161,full,True,,,,,"Санкт-Петербург, Учительская ул., 2",60.036964,30.385344,Разработка программы визуального программирования преобразователя частоты (<highlighttext>Python</highlighttext> PyQt5). Разработка программ для конфигурирования и настройки преобразователей частоты. Разработка алгоритмов управления...,Высшее техническое образование. Хорошее знание и опыт коммерческой разработки на <highlighttext>Python</highlighttext>3. Опыт работы с системой контроля версий GIT. ,Гражданский проспект,"Программист, разработчик"
45,Middle AQA (Python),False,False,2024-06-11T11:48:26+0300,False,https://hh.ru/vacancy/84072255,full,True,,,,,,,,Разработка автотестов на <highlighttext>Python</highlighttext>. Ведение технической документации. Разработка вспомогательных инструментов. Участие в развитии фрэймворка для автоматизированного тестирования.,"Опыт автоматизации на <highlighttext>Python</highlighttext> от 2 лет. Знакомство с ООП. Опыт работы с любым фреймворком автоматизации, таким как Selenium, Appium...",,Тестировщик
46,Стажер-тестировщик (Python QA Automation),True,False,2024-05-29T17:08:46+0300,False,https://hh.ru/vacancy/100629542,probation,True,,,,,"Санкт-Петербург, Уральская улица, 4",59.950335,30.266048,,"Знаешь как писать запросы к БД. Быстро учился, любил решать нестандартные задачи.",Василеостровская,Тестировщик
47,Младший python-разработчик,False,False,2024-05-21T15:52:20+0300,False,https://hh.ru/vacancy/99725937,full,True,85000.0,100000.0,RUR,False,"Санкт-Петербург, улица Ефимова, 4А",59.925367,30.32186,Разработка внутренних серверных приложений на <highlighttext>Python</highlighttext> для автоматизации бизнес-процессов. Организация взаимообмена данными между собственными и сторонними сервисами через API. ,"Знание <highlighttext>Python</highlighttext>, ООП и базовых паттернов проектирования. Опыт в разработке серверных приложений на <highlighttext>python</highlighttext> - от 6 месяцев. Опыт работы с...",Сенная площадь,"Программист, разработчик"
48,Technical Lead/Разработчик Python (RAN),False,False,2024-06-13T13:55:17+0300,False,https://hh.ru/vacancy/101262733,part,True,,,,,,,,"Базовый уровень знаний <highlighttext>Python</highlighttext> самостоятельного обучения. Общее представление о Git, MySQL. Предполагаемый язык написания – <highlighttext>Python</highlighttext>3. Предполагаемая среда разработки IDE...",Знание End-to-end процесса разработки всех фаз от старта до конечного продукта. Знание <highlighttext>Python</highlighttext> и Java на уровне Advanced. ,,"Программист, разработчик"
49,ML/Data engineer,True,False,2024-06-12T20:16:50+0300,False,https://hh.ru/vacancy/99186868,full,True,,,,,"Санкт-Петербург, улица Шателена, 3",60.0041,30.362563,"Разрабатывать алгоритмы обработки данных дистанционного зондирования Земли. Продуктизировать алгоритмы в виде облачных сервисов, плагинов к геоинформационным системам и независимых приложений. ","Успешно разрабатывали веб-сервисы на <highlighttext>Python</highlighttext> (flask, fastapi, aiohttp), хорошо знаете плюсы и минусы этого языка. Программируете на каком-либо...",Площадь Мужества,"Программист, разработчик"
50,Full-stack разработчик наземных спутниковых систем,True,False,2024-06-13T15:59:47+0300,False,https://hh.ru/vacancy/100622471,full,True,,,,,"Санкт-Петербург, улица Шателена, 3",60.0041,30.362563,"Проектировать, разрабатывать и осуществлять поддержку простого, надежного и отказоустойчивого ПО (преимущественно на <highlighttext>Python</highlighttext>). Писать комплексные модульные тесты в существующих фреймворках...",Имеете высшее техническое образование. Имеете опыт коммерческой разработки приложений на <highlighttext>Python</highlighttext> для распределенных систем. Владеете опытом работы с системами контроля...,Площадь Мужества,"Программист, разработчик"
51,Python-разработчик,False,False,2024-05-21T16:25:29+0300,False,https://hh.ru/vacancy/99730747,full,True,150000.0,,RUR,False,"Санкт-Петербург, улица Ефимова, 4А",59.925367,30.32186,Разработка внутренних серверных приложений на <highlighttext>Python</highlighttext> для автоматизации бизнес-процессов. Организация взаимообмена данными между собственными и сторонними сервисами через API. ,"Знание <highlighttext>Python</highlighttext>, ООП и базовых паттернов проектирования. Опыт в разработке серверных приложений на <highlighttext>python</highlighttext>. Опыт работы с базами данных (PostgreSQL...",Сенная площадь,"Программист, разработчик"
52,Python-программист middle +,False,False,2024-06-06T16:46:58+0300,False,https://hh.ru/vacancy/101445407,full,True,,,,,"Санкт-Петербург, Мебельная улица, 9",59.993005,30.234355,"...проектов с использованием <highlighttext>Python</highlighttext>, FastApi, GraphQL, Postgresql, Kafka. Писать сервисы на <highlighttext>Python</highlighttext>. Разрабатывать API для мобильных и сервисов на <highlighttext>Python</highlighttext>.","Опыт коммерческой разработки на <highlighttext>Python</highlighttext> от 2-х лет. Хороший опыт разработки FastAPI, SQLAlchemy, Postgres. Опыт работы с GraphQL. ",Старая Деревня,"Программист, разработчик"
53,Python Developer,False,True,2024-05-27T10:10:09+0300,False,https://hh.ru/vacancy/100314007,full,True,170000.0,250000.0,RUR,False,,,,,"Опыт работы с Machine Learing-библиотеками, настройка сервера под требования ML. Опыт обработки массивов файлов/данных. например, понимание как очищать...",,"Программист, разработчик"
54,Программист Python (со знанием Perl),False,False,2024-06-07T22:24:15+0300,False,https://hh.ru/vacancy/98956112,full,True,,,,,,,,Проводить код ревью разработчиков команды. Мигрировать кодовую базу с Perl монолита на <highlighttext>Python</highlighttext> микросервисы. Делать рефакторинг. Писать документацию. ,"Уверенное знание <highlighttext>Python</highlighttext>, опыт рефакторинга. Приветствуется (но не критичен) опыт работы c Perl и его фреймворком Mojolicious. Умение читать чужой...",,"Программист, разработчик"
55,Python разработчик FinTech,False,False,2024-06-03T12:58:24+0300,False,https://hh.ru/vacancy/101114879,full,True,,,,,,,,Ключевая задача - работа в распределённой команде разработчиков над продуктами компании. Подключение интеграций по документации клиента-партнера. Создание и подключение новых...,<highlighttext>Python</highlighttext> Fast API от 3 лет- must-have. Опыт с высоконагруженными системами с большими данными (rps 100+) - must-have. ,,"Программист, разработчик"
56,Python-разработчик в команду Поиска,False,False,2024-06-03T11:22:47+0300,False,https://hh.ru/vacancy/98612016,full,True,,,,,,,,"Чтобы поиск находил точнее, мы создаём системы анализа данных. Они помогают проверять и поддерживать качество нашей информации. Про команду. ","Имеешь опыт работы с <highlighttext>Python</highlighttext> и Flask. Знаешь SQL. Работаешь с Docker, Linux, Git. Будет плюсом: Опыт с K8...",,"Программист, разработчик"
