,name,has_test,response_letter_required,published_at,archived,alternate_url,id,trusted,from,to,currency,gross,raw,lat,lng,responsibility,requirement,metro,role
77,RTL Designer / RTL Developer,False,False,2024-06-13T10:05:32+0300,False,https://hh.ru/vacancy/101829385,full,True,,,,,,,,Разработка алгоритмов и RTL описания блоков тензорного процессора и периферийных модулей. Составление документации на разработанные блоки. Участие в тестировании разработанных...,"Опыт работы с последними семействами FPGA компании Xilinx. Понимание принципов нейронных сетей, работа с системами ЦОС. Знание <highlighttext>Python</highlighttext>. ",,Другое
78,Web администратор,False,False,2024-06-10T16:13:20+0300,False,https://hh.ru/vacancy/80664557,full,True,,,,,"Санкт-Петербург, улица Оптиков, 4к2",59.995476,30.24889,"Обновление ОС семейства linux, ликвидация мелких поломок оборудования cisco. Написание скриптов на bash, php, <highlighttext>python</highlighttext>. Оптимизация сервера под большие нагрузки. ","Образование в сфере ИТ. Опыт работы с web и app серверами (nginx, apache). Желательно опыт настройки сервера для 1С...",,Системный администратор
79,Сетевой инженер / Network Engineer,False,False,2024-06-13T12:50:51+0300,False,https://hh.ru/vacancy/101848531,full,True,,,,,"Санкт-Петербург, Репищева улица, 20а",60.031899,30.284804,Поддержка IP сети ЦОД и заказчиков. Активное участие в предпроектных разработках решений по части IP сети. Имплементация и траблшутинг текущих...,Навыки автоматизации сетей на <highlighttext>Python</highlighttext> или на других языках. Понимание принципов защиты от DDOS атак. Опыт взаимодействия с системой виртуализации...,,Сетевой инженер
80,Системный архитектор IT-инфраструктуры,False,False,2024-06-13T13:08:38+0300,False,https://hh.ru/vacancy/97220960,full,True,,,,,"Санкт-Петербург, Липовая аллея",59.985656,30.25648,Анализ состояния ИТ инфраструктуры и выявление проблемных мест. Работа с потребностями бизнеса и определение требований к ИТ-инфраструктуре. ,"Понимание инструментов автоматизации и языков сценариев (PowerShell, <highlighttext>Python</highlighttext>, Bash, GO). Владение инструментами управления конфигурации Terraform, Ansible, Chef, CFEngine. ",Беговая,Другое
81,Системный администратор Linux,False,False,2024-06-10T13:31:17+0300,False,https://hh.ru/vacancy/101261480,full,True,,,,,,,,Решение возникающих инфраструктурных проблем на уровне L2. Мониторинг пользовательской инфраструктуры. Решение инцидентов.,"Опыт администрирования Linux от 3х лет. Уверенное знание LAMP. Опыт работы в KVM. Знание Bash, начальный уровень <highlighttext>Python</highlighttext>.",,Системный администратор
82,Инженер (техническое сопровождение),False,False,2024-06-13T11:02:47+0300,False,https://hh.ru/vacancy/101836279,full,True,,,,,,,,Выполнять реагирование на сервисные заявки (Naumen). Обеспечивать подготовку технических и организационных мер по устранению возникших сбоев. Поддерживать взаимодействие с разработчиками...,"Будет плюсом: Наличие навыков администрирования СУБД PostgreSQL. Наличие навыков написания скриптов (Powershell/Bash/<highlighttext>Python</highlighttext>). Знания в сфере информационной безопасности, в...",,Системный администратор
83,Старший специалист технической поддержки,False,False,2024-06-10T09:35:14+0300,False,https://hh.ru/vacancy/101611542,full,True,,,,,"Санкт - Петербург, Пр. Народного Ополчения, 2",59.854784,30.281822,"Техническая поддержка парка систем автоматизированной диспетчеризации горных работ. Регистрация и обработка инцидентов, заявок пользователей. Консультации пользователей. Участие в разработке системы...","Знания языков программирования <highlighttext>Python</highlighttext>, SQL, JavaScript и архитектуры ИТ-систем. Навыки администрирования СУБД. Навыки администрирования и мониторинга Kubernates. ",,Специалист технической поддержки
84,Стажер-программист 1С,False,False,2024-06-13T17:33:49+0300,False,https://hh.ru/vacancy/97812641,probation,True,,50000.0,RUR,True,,,,"1. Тест без контроля времени. Онлайн анкета, проверка логики, ~20 мин. 2. Тест с контролем времени. Групповой звонок в zoom...","Базовые знания любого языка программирования (<highlighttext>Python</highlighttext>, Visual Basic, PHP, Java, С++ и т.п.), SQL, HTML. ️ Грамотная письменная и устная...",,"Программист, разработчик"
85,Ведущий маркетолог в AI Edtech,False,False,2024-06-13T10:58:17+0300,False,https://hh.ru/vacancy/100219177,full,True,150000.0,150000.0,RUR,False,,,,Управление разработкой аналитики трафика и продаж (есть 1 <highlighttext>python</highlighttext> разработчик и уже разработано много аналитики). Участие в разработке воронки своими...,Желателен опыт работы в EdTech/инфобизе от 1 года. Желателен опыт работы с бюджетами трафика от 3млн. ,,Маркетолог-аналитик
86,Разработчик по автоматизации процессов,False,False,2024-06-07T11:01:55+0300,False,https://hh.ru/vacancy/101487555,full,True,,,,,,,,"Извлечение, преобразование, загрузка данных и их обработка, ETL/ELT (<highlighttext>Python</highlighttext>/Airflow). Разработка систем для автоматического анализа данных и формирования результирующей...","Знание языка <highlighttext>Python</highlighttext> на продвинутом уровне. Опыт работы с Apache Airflow. Отличное знание Oracle и Postgre SQL, опыт оптимизации запросов. ",,Специалист службы безопасности
87,Инженер-программист микроконтроллеров,False,False,2024-06-10T09:11:05+0300,False,https://hh.ru/vacancy/98935883,full,True,100000.0,,RUR,False,,,,Реализация алгоритмов на базе математических методов и их отладка на языке <highlighttext>python</highlighttext>. Разработка unit тестов для разрабатываемого программного обеспечения на...,Уверенное владение языком C. Базовое знание языка C++. Базовое знание языка <highlighttext>python</highlighttext>. Опыт работы с системой сборки CMAKE. ,Чкаловская,"Программист, разработчик"
88,Администратор баз данных / DBA (Junior),False,False,2024-06-10T10:25:44+0300,False,https://hh.ru/vacancy/98905452,full,True,,,,,,,,"Предоставление новых кластеров Cassandra/Kafka командам разработки. Накопление экспертизы, автоматизация знаний по сопровождению и внедрение их на все кластеры этих...","Знания и опыт работы с ОС Linux (CentOS, Ubuntu, AlmaLinux). Опыт автоматизации процессов сопровождения (Ansible, Bash, <highlighttext>Python</highlighttext> и др.). ",,DevOps-инженер
89,Data Engineer,False,False,2024-06-10T11:20:40+0300,False,https://hh.ru/vacancy/94988320,full,True,,,,,,,,"Проектировать, разрабатывать и поддерживать DWH для ключевых бизнес-доменов компании: marketing, billing, product, KYC&AML, support. Организовывать процесс разработки DWH...","Знаешь практики dbt и Airflow. Имеешь навыки работы с <highlighttext>Python</highlighttext>. Знаком с одной из BI-систем: PowerBI, Qlik Sense, Tableau. ",,"BI-аналитик, аналитик данных"
90,Data Engineer в Яндекс Практикум,False,False,2024-06-10T13:00:12+0300,False,https://hh.ru/vacancy/101634087,full,True,,,,,,,,Заниматься инфраструктурой обработки данных — для аналитики и пользовательских сервисов. Проектировать и создавать витрины данных из сырых продуктовых источников и внешних...,"Работали с aws, postgres, greenplum, clickhouse. Программируете на <highlighttext>Python</highlighttext>/Go или хотите этому научиться. Пишете чистый оптимальный код, который легко...",,"Программист, разработчик"
91,Системный администратор,False,False,2024-06-13T17:10:01+0300,False,https://hh.ru/vacancy/92598482,full,True,,,,,"Санкт-Петербург, улица Шателена, 3",60.0041,30.362563,"Установкой/настройкой ОС (Windows 7-10, Windows Server, Linux) 500 раб мест (Linux - 200, остальные Windows), плюс виртуальные машины на...","Высшее техническое образование. Опыт в настройке и администрировании Windows-систем/Linux-систем, IP-телефонии. Понимание принципов работы систем виртуализации. ",Площадь Мужества,Системный администратор
92,Middle Manual QA specialist / Ручной тестировщик,True,False,2024-06-10T19:37:03+0300,False,https://hh.ru/vacancy/101674242,full,True,,,,,,,,"Составлять и выполнять тест-планы. Собирать информацию о багах из саппорта и заниматься общей обработкой запросов, приходящих от других команд. ","Желание развиваться в автотестирование. Интерес и желание развиваться в fintech. Знание скриптовых языков (Bash, <highlighttext>Python</highlighttext>). Базовое знание JS.",,Тестировщик
93,Системный администратор (офис),False,False,2024-06-12T10:44:44+0300,False,https://hh.ru/vacancy/99812891,full,True,135000.0,160000.0,RUR,True,"Санкт-Петербург, улица Михайлова, 11",59.955539,30.361844,"Работа с сетевым оборудованием Cisco, фокус на маршрутизаторы (использование и troubleshooting BGP/OSPF), но также и другим сетевым оборудованием (построение...","Database administration (Progress, базовые знания в администрировании RDBMS, например PostgreSQL). Навыки DevOps (<highlighttext>python</highlighttext>, gitlab, docker, ansible). Желательно наличие сертификатов Cisco. ",,Системный администратор
94,Архитектор экосистем/Solution Architect,False,False,2024-06-11T10:30:15+0300,False,https://hh.ru/vacancy/98461764,full,True,,,,,"Санкт-Петербург, Виленский переулок, 14",59.940312,30.36956,"Взаимодействие с разработчиками систем, проведение архитектурного надзора, решение технических задач. Формирование и защита архитектурных решений, имплементируемых в ИТ-ландшафт в...","Знание принципов, технологий, форматов и паттернов интеграции – SOAP, REST, MQ, API Management. Желательно знание <highlighttext>Python</highlighttext>/Java. Знание методологий и фреймворков...",Чернышевская,"Программист, разработчик"
95,Помощник системного администратора,False,False,2024-06-12T09:57:51+0300,False,https://hh.ru/vacancy/101779840,full,True,60000.0,,RUR,False,"Санкт-Петербург, Свердловская набережная, 64",59.950217,30.408062,Установка и подготовка рабочих мест для пользователей. - Поддержка и введение новых пользователей в NextCloud. - Обслуживание систем СКУД. - Работа с виртуальной...,Базовое знание Windows Server&Linux. - Базовое понимание работы сетей и модели OSI. - Базовые навыки диагностики и сборки/разборки ПК. - ,,Системный администратор
96,Инженер систем ИБ,False,False,2024-06-13T15:57:51+0300,False,https://hh.ru/vacancy/101870605,full,True,,,,,"Санкт-Петербург, Большой Сампсониевский проспект, 68",59.980092,30.336278,"Обслуживание и администрирование инструментов ИБ: антивирус, сканеры, NGFW, SIEM, MDM и тд. Пилотирование и внедрение новых решений в области ИБ. ","Умение скриптовать для автоматизации задач: знание Bash/<highlighttext>Python</highlighttext>/PowerShell. Знания Windows Server: устройство и администрирование Windows Server, AD, Group Policy...",Лесная,Системный администратор
97,SRE-инженер в Маркет,False,False,2024-06-10T18:04:38+0300,False,https://hh.ru/vacancy/101264457,full,True,,,,,,,,"Обеспечивать доступность сервисов, повышать их надёжность и безопасность. Разрабатывать и внедрять средства управления сервисами в гетерогенной облачной инфраструктуре. ","Администрировали Linux-серверы больше двух лет. Эксплуатировали высоконагруженные системы. Разрабатывали на golang, <highlighttext>Python</highlighttext> или на других языках программирования. ",,DevOps-инженер
98,Middle QA Engineer (Services),False,True,2024-06-10T17:12:59+0300,False,https://hh.ru/vacancy/97327229,full,True,,,,,"Санкт-Петербург, Лахтинский проспект, 85к3",59.993181,30.144443,"Тестирование API высоконагруженных серверных приложений. Работать с техническими документами, составлять тест-планы, тест-кейсы, чек-листы. Создавать и поддерживать тестовые...","Знакомство с системами автотестирования, опыт написания автотестов. Умение использовать shell, <highlighttext>python</highlighttext>. Кругозор в области Java-технологий. Опыт работы с Jenkins. ",Беговая,Тестировщик
99,Cпециалист по безопасности приложений,False,False,2024-06-13T11:30:34+0300,False,https://hh.ru/vacancy/98320211,full,True,,,,,,,,"Проводить анализ защищенности приложений и сервисов, как внутренних, так и внешних. Взаимодействовать с техническими командами для разбора и устранения уязвимостей...",Желание помочь коллегам сделать их сервисы лучше. Навыки автоматизации на <highlighttext>python</highlighttext>/bash (<highlighttext>python</highlighttext> / bash / powershell) или полноценный опыт разработки приложений. ,,Специалист по информационной безопасности
0,Ведущий сетевой инженер (IP/MPLS),False,False,2024-06-13T14:45:01+0300,False,https://hh.ru/vacancy/101862220,full,True,,,,,,,,"Участие в проектах развития сетевой инфраструктуры компании. Участия в проектах, связанных с предоставлением и поддержкой сетевого оборудования и сетей связи...","Знание современного рынка сетевого оборудования и технологий. Опыт программирования на <highlighttext>Python</highlighttext>. Наличие сертификатов Cisco CCNA/CCNP, Juniper JNCIA/JNCIS или...",,Сетевой инженер
1,Software Architect BTS,False,False,2024-06-11T10:33:18+0300,False,https://hh.ru/vacancy/90260434,full,True,,,,,,,,"Собирать требования, сценарии использования, анализировать варианты разделения аппаратного и программного обеспечения 4G и 5G. Определять подсистемы и их...",Уверенный опыт разработки архитектуры ПО или спецификаций для телеком/ радаров/ беспроводной связи или обработки сигналов. Опыт программирования <highlighttext>Python</highlighttext>/Matlab/C...,,Руководитель группы разработки
2,Преподаватель по искусственному интеллекту,False,False,2024-06-12T08:47:03+0300,False,https://hh.ru/vacancy/101777345,full,True,160000.0,,RUR,True,,,,"Преподавание обучающимся дисциплин по направлению ""Машинное обучение"" и ""Искусственный интеллект"". Ведение ежедневной отчетной документации по проведенным урокам. Разработка и корректировка...","Опыт самостоятельной работы с моделями машинного обучения. Уверенное владение языком программирования <highlighttext>Python</highlighttext> и основными фреймворками ИИ (PyTorch, TensorFlow, scikit-learn...",,Другое
3,Младший программист C#,True,False,2024-06-13T18:19:16+0300,False,https://hh.ru/vacancy/101881373,full,True,,,,,,,,Доработка алгоритмов и графического интерфейса нашего флагманского программного продукта LS-Tech Framework. Работа с сетевой системой лицензирования (TCP Sockets). (,"Опыт использования GDI для отрисовки графики. Навыки программирования (или умение читать код) <highlighttext>Python</highlighttext>, JavaScript. Владение техническим английским языком (чтение и...",,"Программист, разработчик"
4,Инженер по автоматизированному тестированию,False,False,2024-06-10T12:44:36+0300,False,https://hh.ru/vacancy/93653201,full,True,,,,,,,,Выполнение проектов по заказному тестированию ПО.,Практический опыт работы в автотестировании ПО от 6 месяцев на Java/<highlighttext>Python</highlighttext>. Опыт работы с интеграционным тестированием. Знания SQL. ,,Тестировщик
5,Специалист технической поддержки (3 линия),False,False,2024-06-13T16:36:51+0300,False,https://hh.ru/vacancy/94783383,full,True,,,,,,,,"Обрабатывать запросы в системе Service Desk (консультации по развертыванию и управлению серверами, диагностика и устранение ошибок и др.). ","Понимаете веб и сетевой стек (HTTP, TCP/IP, DNS, DHCP). Имеете навыки написания скриптов (bash / <highlighttext>python</highlighttext> / golang). Обладаете грамотной письменной...",,Специалист технической поддержки
6,Senior Node.js разработчик,False,False,2024-06-11T15:10:21+0300,False,https://hh.ru/vacancy/91623810,full,True,,,,,,,,"Разработка и поддержка игровых серверов, сопутствующих сервисов, реализация игровых механик. Взаимодействие с командами клиентской разработки, гейм-дизайнерами, DevOps-инженерами.","Базовое понимание разработки фронтэнд приложений. Знание языков программирования Go, Java или <highlighttext>Python</highlighttext>. Понимание принципов работы Docker и других систем контейнеризации...",,"Программист, разработчик"
7,Node.js Backend developer,False,False,2024-06-13T17:39:41+0300,False,https://hh.ru/vacancy/101878805,full,True,,,,,,,,"Работой с современным стеком технологий, включая NodeJS, <highlighttext>Python</highlighttext> 3, Redis, PostgreSQL 12+. Применением технических и архитектурных решений для покрытия...","Коммерческий Опыт разработки не менее 3 лет. Опыт работы с Node.JS, TypeScript, PostgreSQL. Опыт работы с Koa, Liquibase, Sequalize . ​​.",,"Программист, разработчик"
8,Backend PHP- программист,False,False,2024-06-12T12:07:57+0300,False,https://hh.ru/vacancy/93554264,full,True,,,,,"Санкт-Петербург, улица Харченко, 13",59.982788,30.351621,Система управления услугами абонента домашней сети. Система для приема обращений абонентов и агрегирования информации из различных внутренних систем для операторов...,"Умение писать unit тесты. Знание других языков программирования (Go, Ruby, Perl, <highlighttext>Python</highlighttext>). Опыт использования PHP фреймворков Laravel/Slim/Symfony. ",Лесная,"Программист, разработчик"
9,Инженер - конструктор (робототехника),False,False,2024-06-11T11:38:17+0300,False,https://hh.ru/vacancy/101331463,full,True,,,,,"Санкт-Петербург, Петроградская набережная, 22",59.960287,30.334302,"Проектирование РТК. Разработка ТЗ на РТК, концептуальное и рабочее проектирование РТК. Программирование и офлайн программирование роботов и коботов. ",Опыт работы с робототехникой от 2-х лет (KUKA). Опыт программирования на <highlighttext>Python</highlighttext> (желателен опыт программирования C/C++). ,Горьковская,"Инженер-конструктор, инженер-проектировщик"
10,"Аналитик (логистика, цепи поставок)",False,False,2024-06-11T16:16:28+0300,False,https://hh.ru/vacancy/101752293,full,True,200000.0,,RUR,False,,,,"Экономическое моделирование и анализ перспективных проектов, направленных на ускорение сроков и качества доставки. Анализ метрик, связанных с исполнением заказа. ","Высшее техническое образование. Excel - продвинутый пользователь. Знание SQL, <highlighttext>Python</highlighttext> - на уровне запросов и выгрузок. Опыт работы в направлении логистики от...",,Бизнес-аналитик
11,Frontend Developer в команду разработки инфраструктуры фронтенда Дзена,False,False,2024-06-13T15:12:53+0300,False,https://hh.ru/vacancy/98936633,full,True,,,,,,,,Развивать сборку и инфраструктуру для релизов и автоматизированного тестирования. Автоматизировать и продвигать миграции с одних технологий на другие. ,Организация монорепозитория. Опыт написания кодмодов. Понимание Unix-систем. Знакомство с RxJS. Знание <highlighttext>Python</highlighttext> или Java на базовом уровне.,,"Программист, разработчик"
12,Инженер сопровождения тестовых стендов,False,False,2024-06-12T02:51:41+0300,False,https://hh.ru/vacancy/90897673,full,True,,,,,"Санкт-Петербург, Свердловская набережная, 44Б",59.961413,30.405664,"Поддерживать, улучшать, собирать тестовые стенды. На сегодня в эксплуатации около 60 стендов. Реагировать на запросы по стабилизации стенда, помогать командам...","...распространения электромагнитных волн. Понимание принципов сетей GMS/LTE/5G. Опыт работы с системами виртуализации. Опыт написания скриптов (bash, <highlighttext>Python</highlighttext>).",Площадь Ленина,Системный администратор
13,Аналитик отдела корпоративной аналитики,False,False,2024-06-11T10:27:41+0300,False,https://hh.ru/vacancy/95290206,full,True,,,,,,,,"Разрабатывать и развивать инструменты мониторинга и анализа бизнес-метрик (BI отчётность, рассылки). Проводить аналитические исследования по запросу бизнеса и менеджмента. ","Умеете анализировать большие объёмы данных с помощью необходимых инструментов: SQL (от уровня Middle), <highlighttext>Python</highlighttext>. Являетесь уверенным пользователем MS Excel - сводные...",,Аналитик
14,Инженер по тестированию / Software Tester (Unix),True,False,2024-06-10T11:53:49+0300,False,https://hh.ru/vacancy/94398417,full,True,,,,,,,,"Ручное и автоматизированное тестирование продуктов Dr.Web для Unix. Разработка тестовой спецификации, обнаружение и оформление дефектов в новых версиях приложений. ",Знание ОС Linux/Unix/macOS на уровне продвинутого пользователя. Опыт работы тестировщиком или системным администратором от 1 года. ,Горьковская,Тестировщик
15,Fullstack PHP разработчик,False,False,2024-06-13T16:35:49+0300,False,https://hh.ru/vacancy/101874382,full,True,170000.0,220000.0,RUR,False,"Санкт-Петербург, Инструментальная улица, 3К",59.975076,30.323028,Углубленный анализ данных: Превращаем большие объемы данных из вашей системы автоматизации в понятные и полезные отчеты. Управленческие решения: Наши отчеты...,3-6 лет опыта в разработке сложных интернет-проектов на уровне Middle и выше. Готовность к работе в качестве Fullstack...,Петроградская,Другое
16,Специалист по эффектам (Houdini FX TD),True,False,2024-06-12T10:51:36+0300,False,https://hh.ru/vacancy/98213875,full,True,,,,,"Санкт-Петербург, площадь Карла Фаберже, 8",59.934461,30.436745,"Созданием эффектов (огни, взрывы, водные симуляции, разрушения, ткани, частицы). Развитием пайплайна: инструменты, скрипты (<highlighttext>python</highlighttext>, vex и т.д.), создание artist...","Опыт работы - более 1 года. Понимание процессов производства FullCG и комбинированных роликов. Наличие портфолио, раскрывающего текущий уровень, обязательно. ",Ладожская,"Дизайнер, художник"
17,Руководитель ИТ-проектов / Бизнес-аналитик,False,False,2024-06-11T09:32:22+0300,False,https://hh.ru/vacancy/100038682,full,True,,,,,"Санкт-Петербург, Московский проспект, 105",59.89092,30.318689,"Проведение интервью с заказчиками, формализация задачи, оценка приоритетности задачи. Поиск реализуемого варианта решения, формирование ТЗ. Организация работы бизнес-аналитиков (если...","Базовое знание SQL. Базовое знание языков программирования, таких как например <highlighttext>Python</highlighttext>, PHP, … (для понимания возможностей и ограничений автоматизации, для более...",Московские ворота,Бизнес-аналитик
18,Старший преподаватель кафедры математического обеспечения и применения ЭВМ,False,False,2024-06-11T12:31:33+0300,False,https://hh.ru/vacancy/89271787,part,True,60000.0,,RUR,True,"Санкт-Петербург, улица Профессора Попова, 5",59.971064,30.320036,"Проведение лекций, практических и лабораторных работ, прием курсовых работ. Проверка домашних, контрольных и курсовых работ. Прием зачетов и экзаменов. ","Высшее техническое образование по специальностям, связанным с ИТ. Опыт работы по специальности от трех лет. Ученая степень кандидата или доктора...",,"Учитель, преподаватель, педагог"
19,Руководитель отдела разработки программного обеспечения,False,False,2024-06-13T12:16:18+0300,False,https://hh.ru/vacancy/89561874,full,True,,,,,"Ломоносовский район, территория Южная часть производственной зоны Горелово, Волхонское шоссе, 4Б",59.784526,30.183376,"Управление командой разработчиков С++, участие в подборе сотрудников. Разработка требований к ПО. Планирование и контроль исполнения работ. Выбор архитектурных и...",Уверенные знания С++ (11/14/17 стандарты). Знание <highlighttext>Python</highlighttext> и опыт интеграции с C++. Знание Qt (QML). Понимание процессов CodeReview. ,,Руководитель группы разработки
20,Старший системный администратор (виртуализация),False,False,2024-06-11T15:50:40+0300,False,https://hh.ru/vacancy/101750559,full,True,,,,,,,,"Поддержка и развитие IT-инфраструктуры компании. Обеспечение бесперебойной работы серверного оборудования. Администрирование платформ виртуализации Vmware, KVM, Nutanix и пр. ","Умение настраивать системы мониторинга IT-инфраструктуры (Zabbix). Умение писать на скриптовых языках (<highlighttext>Python</highlighttext>, Bash). Хорошие знания в сети передачи данных...",,Системный администратор
21,Программист 1С (департамент программного обеспечения),False,False,2024-06-13T15:42:40+0300,False,https://hh.ru/vacancy/91315305,full,True,,,,,,,,Разработка и сопровождение программного обеспечения (в основном на 1С).,"Способность писать такие отчеты - базовая, требуется обязательно. Знание других языков программирования, предпочтительно <highlighttext>Python</highlighttext> или C#. Готовность выполнять задачи не на...",,"Программист, разработчик"
22,Старший сетевой администратор,False,False,2024-06-12T17:23:10+0300,False,https://hh.ru/vacancy/99177048,full,True,150000.0,,RUR,False,,,,"В ваши обязанности будет входить сопровождение сети доставки контента и хостинга, развитие и модернизация сервисов связанных с передачей данных и...","Опыт настройки и траблшутинга DNS (Bind, PowerDNS, CoreDNS). Опыт написания скриптов на bash, <highlighttext>python</highlighttext>, ruby или иных скриптовых языках. ",,Сетевой инженер
23,Оператор искусственного интелекта,False,False,2024-06-12T11:21:24+0300,False,https://hh.ru/vacancy/101783036,full,True,,,,,"Санкт-Петербург, улица Харченко, 13",59.982784,30.351612,Настройка и контроль систем искусственного интеллекта для оптимизации бизнес-процессов. Обучение моделей ИИ с использованием имеющихся данных и корректировка их...,"Навыки программирования: уверенное владение языками программирования, используемыми в ИИ, такими как <highlighttext>Python</highlighttext> или R, и опыт работы с библиотеками для...",Лесная,"BI-аналитик, аналитик данных"
24,Ведущий специалист VoIP (SBC),False,False,2024-06-13T10:49:32+0300,False,https://hh.ru/vacancy/99125206,full,True,,,,,,,,"Реализация бизнес-задач, связанных с услугами SIP-телефонии. Организация тестирования и подключения новых перспективных сервисов провайдеров телефонии. Повышение эффективности систем...","Знание SQL на уровне написания сложных запросов. Опыт автоматизации рутинных задач (bash, <highlighttext>python</highlighttext>). Опыт работы с системами контакт-центра, автоматизированного...",,Системный инженер
25,Ведущий аналитик отдела корпоративной аналитики,False,False,2024-06-11T10:27:42+0300,False,https://hh.ru/vacancy/95286132,full,True,,,,,,,,"Управлять небольшой командой аналитиков, развивая её и выстраивая процессы, а также коммуникации с бизнес-заказчиками и смежными командами. ","Умеете анализировать большие объёмы данных с помощью необходимых инструментов: SQL (от уровня Middle), <highlighttext>Python</highlighttext>. Являетесь уверенным пользователем MS Excel - сводные...",,Руководитель отдела аналитики
26,Системный аналитик,False,False,2024-06-10T13:10:34+0300,False,https://hh.ru/vacancy/101635078,full,True,190000.0,,RUR,False,,,,"Коммуникация с заказчиком. Подготовка юзер-стори, bpmn схем процессов, технических заданий. Сбор, анализ, формализация, документирование и согласование требований в предметной...","Способность анализировать сложные задачи и превращать их в управляемые компоненты. Опыт работы с <highlighttext>Python</highlighttext>, JavaScript/TypeScript. Знание технологий REST, SOAP...",,Системный аналитик
27,Инженер/разработчик ПЛИС Xilinx,False,False,2024-06-08T11:20:31+0300,False,https://hh.ru/vacancy/98053091,full,True,,,,,"Санкт-Петербург, улица Софьи Ковалевской, 22",60.018763,30.415931,"Анализ алгоритмов цифровой обработки сигналов и реализация их в ПЛИС (верификация, оптимизация и отладка). Разработка сопроводительной документации и написание testbench...","Реализация проектов с AXI. Знание скриптовых языков (TCL, <highlighttext>Python</highlighttext> и т.п.). Знание стека сетевых протоколов TCP/IP. ",Академическая,"Программист, разработчик"
28,Инженер-программист ПЛИС,False,False,2024-06-09T09:58:17+0300,False,https://hh.ru/vacancy/94497983,full,True,,,,,,,,"Реализация алгоритмов цифровой обработки сигналов (фильтрация, демодуляция, декодирование) для FPGA на языке Verilog. Верификация реализованных алгоритмов и интерфейсов с использованием...",...при работе с проектами в САПР Vivado. Опыт использования пакета Matlab/Simulink. Опыт работы со скриптами <highlighttext>Python</highlighttext>. Знакомство с UVM.,Площадь Мужества,"Программист, разработчик"
29,Frontend Developer (React),False,False,2024-06-10T18:07:44+0300,False,https://hh.ru/vacancy/101664047,full,True,120000.0,,RUR,False,"Санкт-Петербург, Большой Сампсониевский проспект, 28к2",59.963778,30.343392,Участвовать в разработке продуктов компании на React. Тесно взаимодействовать с командой Backend (<highlighttext>Python</highlighttext>). Заниматься разработкой и интеграциями фронтенда по спецификации. ,Имел опыт работы с JavaScript/TypeScript от 2 лет. Имел опыт работы с React от 2 лет. Имел опыт работы...,Выборгская,"Программист, разработчик"
30,Аналитик маркетинга категорий,False,False,2024-06-11T15:14:53+0300,False,https://hh.ru/vacancy/101747149,full,True,,,,,,,,Строить гипотезы по новым промо-механикам и улучшению эффективности существующих. Проводить аналитику эффективности маркетинговых кампаний. Трейд-акции. Перфоманс без сложной...,"Обязательно уверенный опыт SQL, Power BI(M/DAX), <highlighttext>Python</highlighttext>. Опыт самостоятельной реализации масштабных задач и проектов. Умение работать с большим...",,Аналитик
31,Специалист по количественным исследованиям (middle+/senior),False,False,2024-06-13T12:24:41+0300,False,https://hh.ru/vacancy/98553555,part,True,,,,,,,,"Самостоятельно вести проекты: брифовать заказчика, предлагать методологию, готовить анкеты, запускать опросы на определённую аудиторию, презентовать результаты. Усилить команду количественных исследователей...","Владеете инструментами для анализа данных: Excel, SPSS, DataTile, R, <highlighttext>Python</highlighttext>. Самостоятельны, внимательны и ответственны, готовы работать в режиме многозадачности.",,"Менеджер по маркетингу, интернет-маркетолог"
32,Аналитик бизнес-процессов,False,False,2024-06-13T11:18:27+0300,False,https://hh.ru/vacancy/101837954,full,True,,,,,"Санкт-Петербург, Малоохтинский проспект, 64",59.9342040003386,30.40309499949217,"Построить систему аналитики процессов и операций (АБС, ИБ, Архив и т.д.). Оценить результативность и эффективность процессов, расчет и оценка...","Опыт продвинутого пользователя Excel (строить макросы). Знание SQL, <highlighttext>Python</highlighttext> будет преимуществом. Опыт работы в АБС ЦФТ Банк (будет являться преимуществом).",,Бизнес-аналитик
